orderNum,text,url,millisecondsOnPage,responseDelay,subjectId,response
46,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_objects_hands/control_objects_hands28.jpg,5590,3395,AR005,0
46,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_activities_faces/substance_activities_faces095.jpg,10170,8985,AV940,1
46,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_activities_faces/substance_activities_faces094.jpg,13065,11090,AU922,1
46,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_hands/substance_hands030.jpg,8875,7850,AR560,1
46,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_hands/substance_hands025.jpg,4770,4150,AW709,1
46,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance/substance018.jpg,3095,1755,AL473,1
46,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools_faces/control_tools_faces67.jpg,3965,3385,AQ029,0
46,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_hands/substance_hands027.jpg,6885,6160,AR868,1
46,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance/substance018.jpg,6280,2135,AL473,3
46,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools/control_tools21.jpg,3000,1925,AL016,9
46,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_objects/control_objects09.jpg,7020,7020,AL914,5
46,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_objects_hands/control_objects_hands28.jpg,13335,9410,AR005,6
46,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_activities_faces/substance_activities_faces095.jpg,4255,2940,AV940,2
46,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_activities_faces/substance_activities_faces098.jpg,5015,4085,AL550,1
46,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_hands/substance_hands030.jpg,4180,2615,AR560,1
46,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_hands/substance_hands025.jpg,12730,5510,AW709,4
46,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools_faces/control_tools_faces67.jpg,2760,1870,AQ029,9
46,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_activities_faces/substance_activities_faces094.jpg,4915,2770,AU922,1
46,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_hands/substance_hands027.jpg,3910,2495,AR868,4
46,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_activities_faces/substance_activities_faces095.jpg,6460,4985,AV940,4
46,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance/substance018.jpg,3115,1395,AL473,7
46,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_activities_faces/substance_activities_faces094.jpg,6900,5080,AU922,7
46,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects_hands/control_objects_hands28.jpg,4160,2370,AR005,6
46,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects/control_objects09.jpg,3225,2005,AL914,6
46,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_hands/substance_hands030.jpg,4210,3125,AR560,9
46,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_activities_faces/substance_activities_faces098.jpg,3055,1860,AL550,8
46,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_hands/substance_hands025.jpg,6655,3750,AW709,6
46,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools/control_tools21.jpg,9635,2130,AL016,1
46,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools_faces/control_tools_faces67.jpg,2355,1275,AQ029,1
46,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_hands/substance_hands027.jpg,1190,475,AR868,1
46,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_activities_faces/substance_activities_faces095.jpg,3430,2045,AV940,91
46,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance/substance018.jpg,2955,1750,AL473,100
46,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_activities_faces/substance_activities_faces094.jpg,5460,3385,AU922,93
46,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects/control_objects09.jpg,9800,8685,AL914,5
46,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_tools_faces/control_tools_faces67.jpg,2145,1475,AQ029,1
46,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_hands/substance_hands030.jpg,3285,2210,AR560,99
46,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects_hands/control_objects_hands28.jpg,3990,2595,AR005,0
46,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_activities_faces/substance_activities_faces098.jpg,5145,3185,AL550,97
46,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_hands/substance_hands025.jpg,7300,3610,AW709,96
46,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_hands/substance_hands027.jpg,2375,1365,AR868,69
46,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_tools/control_tools21.jpg,3195,2380,AL016,1
46,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_activities_faces/substance_activities_faces095.jpg,5850,4055,AV940,94
46,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects/control_objects09.jpg,7455,6380,AL914,19
46,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance/substance018.jpg,2530,1445,AL473,100
46,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_activities_faces/substance_activities_faces094.jpg,5250,2920,AU922,93
46,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_tools_faces/control_tools_faces67.jpg,1035,1035,AQ029,50
46,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_hands/substance_hands030.jpg,2780,1675,AR560,100
46,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_activities_faces/substance_activities_faces098.jpg,3270,2200,AL550,97
46,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_hands/substance_hands025.jpg,5835,4645,AW709,94
46,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_hands/substance_hands027.jpg,1690,945,AR868,72
46,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_tools/control_tools21.jpg,1525,685,AL016,0
46,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects_hands/control_objects_hands28.jpg,6260,3645,AR005,10
47,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_objects_hands/control_objects_hands31.jpg,4815,4225,AR560,0
47,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_hands/substance_hands021.jpg,3320,2045,AW709,1
47,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance/substance001.jpg,3085,2100,AQ029,1
47,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,8125,6770,AU922,1
47,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_activities_faces/substance_activities_faces102.jpg,4065,2610,AR868,1
47,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance/substance003.jpg,3690,3150,AL016,1
47,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_injection_hands/substance_injection_hands085.jpg,4930,4175,AL550,1
47,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments/substance_instruments052.jpg,6110,5285,AL914,0
47,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance/substance004.jpg,3950,2880,AL473,1
47,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_hands/substance_hands022.jpg,4495,3315,AR005,1
47,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_activities_faces/substance_activities_faces097.jpg,4900,3775,AV940,1
47,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_objects_hands/control_objects_hands31.jpg,4100,4100,AR560,5
47,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_hands/substance_hands021.jpg,7660,3245,AW709,4
47,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance/substance001.jpg,3040,2330,AQ029,2
47,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance/substance004.jpg,4060,2570,AL473,3
47,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_activities_faces/substance_activities_faces102.jpg,2320,1470,AR868,1
47,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance/substance003.jpg,2685,1595,AL016,9
47,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,7605,7605,AU922,5
47,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments/substance_instruments052.jpg,3325,3325,AL914,5
47,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_hands/substance_hands022.jpg,3065,1750,AR005,8
47,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_activities_faces/substance_activities_faces097.jpg,4185,2695,AV940,1
47,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_injection_hands/substance_injection_hands085.jpg,2710,1345,AL550,2
47,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,5880,3805,AU922,6
47,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_hands/substance_hands021.jpg,5450,4265,AW709,6
47,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance/substance003.jpg,4310,3470,AL016,1
47,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance/substance001.jpg,2990,1915,AQ029,7
47,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance/substance004.jpg,2920,1450,AL473,7
47,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_activities_faces/substance_activities_faces102.jpg,2710,1340,AR868,1
47,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_activities_faces/substance_activities_faces097.jpg,3890,2150,AV940,2
47,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_objects_hands/control_objects_hands31.jpg,4830,3145,AR560,1
47,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments/substance_instruments052.jpg,2200,2200,AL914,5
47,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_hands/substance_hands022.jpg,3840,2640,AR005,8
47,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_injection_hands/substance_injection_hands085.jpg,2525,1290,AL550,1
47,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_injection_hands/substance_injection_hands085.jpg,2815,1910,AL550,98
47,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_hands/substance_hands022.jpg,4805,3030,AR005,100
47,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,9155,6645,AU922,74
47,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_hands/substance_hands021.jpg,9415,3820,AW709,100
47,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance/substance003.jpg,2295,1370,AL016,98
47,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_activities_faces/substance_activities_faces102.jpg,3270,2345,AR868,73
47,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance/substance004.jpg,3350,1555,AL473,100
47,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance/substance001.jpg,3530,2150,AQ029,99
47,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_activities_faces/substance_activities_faces097.jpg,3830,1915,AV940,35
47,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_instruments/substance_instruments052.jpg,5945,3590,AL914,5
47,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_objects_hands/control_objects_hands31.jpg,6615,5210,AR560,2
47,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,8950,6645,AU922,70
47,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_injection_hands/substance_injection_hands085.jpg,1900,920,AL550,97
47,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance/substance003.jpg,2585,1465,AL016,98
47,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_hands/substance_hands021.jpg,4260,3315,AW709,98
47,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_activities_faces/substance_activities_faces102.jpg,1885,1120,AR868,73
47,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance/substance004.jpg,2790,1320,AL473,100
47,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance/substance001.jpg,2850,1825,AQ029,98
47,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_hands/substance_hands022.jpg,7780,4195,AR005,60
47,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_activities_faces/substance_activities_faces097.jpg,5295,4110,AV940,29
47,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_instruments/substance_instruments052.jpg,4050,3255,AL914,3
47,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_objects_hands/control_objects_hands31.jpg,2570,1415,AR560,78
48,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools/control_tools14.jpg,3920,3345,AL914,0
48,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_injection_instruments/substance_injection_instruments110.jpg,4760,3900,AL016,1
48,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance/substance018.jpg,6595,4805,AW709,1
48,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_activities_faces/substance_activities_faces099.jpg,3010,2120,AL473,1
48,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_injection_hands/substance_injection_hands081.jpg,9080,7750,AR868,1
48,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,2685,2135,AL550,1
48,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments/substance_instruments041.jpg,5700,4790,AR005,1
48,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments_hands/substance_instruments_hands073.jpg,15265,13175,AU922,1
48,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance/substance011.jpg,5340,4275,AV940,1
48,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools_hands/control_tools_hands57.jpg,3320,2230,AQ029,0
48,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools/control_tools18.jpg,26930,24835,AR560,0
48,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools/control_tools14.jpg,2880,2005,AL914,6
48,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments_hands/substance_instruments_hands073.jpg,4905,2980,AU922,1
48,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_injection_instruments/substance_injection_instruments110.jpg,5160,3520,AL016,9
48,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance/substance018.jpg,8195,5495,AW709,5
48,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_injection_hands/substance_injection_hands081.jpg,4765,2085,AR868,3
48,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_activities_faces/substance_activities_faces099.jpg,3650,2130,AL473,4
48,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments/substance_instruments041.jpg,14615,10180,AR005,7
48,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance/substance011.jpg,5135,3940,AV940,2
48,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools_hands/control_tools_hands57.jpg,2875,1655,AQ029,9
48,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools/control_tools18.jpg,2470,1765,AR560,1
48,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,12865,3840,AL550,2
48,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools/control_tools14.jpg,4705,3800,AL914,4
48,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance/substance018.jpg,11330,2885,AW709,5
48,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_injection_hands/substance_injection_hands081.jpg,2945,1600,AR868,1
48,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments_hands/substance_instruments_hands073.jpg,7825,4730,AU922,7
48,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance/substance011.jpg,4360,2930,AV940,3
48,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_activities_faces/substance_activities_faces099.jpg,3980,940,AL473,5
48,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools/control_tools18.jpg,3330,2605,AR560,1
48,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments/substance_instruments041.jpg,7830,5825,AR005,8
48,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools_hands/control_tools_hands57.jpg,2345,1460,AQ029,1
48,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_injection_instruments/substance_injection_instruments110.jpg,2050,1065,AL016,1
48,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,3670,2740,AL550,6
48,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_injection_hands/substance_injection_hands081.jpg,3380,2440,AR868,87
48,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_tools/control_tools14.jpg,3990,3090,AL914,3
48,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance/substance018.jpg,4135,3115,AW709,93
48,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_tools_hands/control_tools_hands57.jpg,1830,1015,AQ029,0
48,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_instruments_hands/substance_instruments_hands073.jpg,8525,6030,AU922,89
48,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance/substance011.jpg,3995,2575,AV940,95
48,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_activities_faces/substance_activities_faces099.jpg,2915,1505,AL473,100
48,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_tools/control_tools18.jpg,2985,1240,AR560,0
48,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_injection_instruments/substance_injection_instruments110.jpg,9200,3570,AL016,97
48,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_instruments/substance_instruments041.jpg,6915,5345,AR005,100
48,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,7810,6515,AL550,89
48,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,1930,975,AL550,99
48,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_injection_hands/substance_injection_hands081.jpg,1640,800,AR868,83
48,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_tools_hands/control_tools_hands57.jpg,1435,1435,AQ029,50
48,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance/substance018.jpg,8365,4000,AW709,85
48,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_instruments/substance_instruments041.jpg,4720,3305,AR005,70
48,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_instruments_hands/substance_instruments_hands073.jpg,6305,4210,AU922,92
48,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance/substance011.jpg,11475,10120,AV940,93
48,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_activities_faces/substance_activities_faces099.jpg,2695,1350,AL473,100
48,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_tools/control_tools18.jpg,3010,1910,AR560,87
48,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_injection_instruments/substance_injection_instruments110.jpg,3060,2145,AL016,100
48,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/control_tools/control_tools14.jpg,4240,2765,AL914,47
49,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools_hands/control_tools_hands52.jpg,2395,1915,AQ029,0
49,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/control_tools_hands/control_tools_hands59.jpg,6475,5615,AR005,0
49,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance/substance004.jpg,18480,2405,AR868,1
49,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,5445,4725,AL016,1
49,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_injection_instruments/substance_injection_instruments116.jpg,3715,2965,AL914,1
49,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance/substance004.jpg,4110,3425,AR560,0
49,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_injection_hands/substance_injection_hands084.jpg,3435,2650,AW709,1
49,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_injection_instruments/substance_injection_instruments113.jpg,9335,8225,AV940,1
49,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_injection_hands/substance_injection_hands083.jpg,3220,2455,AL473,1
49,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments_hands/substance_instruments_hands061.jpg,4615,3435,AL550,1
49,"<p>Is this picture related to methamphetamine and its use or not?</p>",/static/substance_instruments/substance_instruments056.jpg,10265,7815,AU922,1
49,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools_hands/control_tools_hands52.jpg,2980,1860,AQ029,9
49,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments_hands/substance_instruments_hands061.jpg,7430,5545,AL550,1
49,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/control_tools_hands/control_tools_hands59.jpg,7980,4770,AR005,6
49,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_injection_hands/substance_injection_hands083.jpg,4890,3750,AL473,4
49,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance/substance004.jpg,42740,41160,AR868,4
49,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments/substance_instruments056.jpg,7480,5460,AU922,2
49,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,3440,2670,AL016,9
49,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance/substance004.jpg,2495,1500,AR560,1
49,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_injection_hands/substance_injection_hands084.jpg,5640,4665,AW709,1
49,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_injection_instruments/substance_injection_instruments116.jpg,2280,1560,AL914,2
49,"<p>After seeing this picture, please describe your mood, from negative to positive</p>",/static/substance_injection_instruments/substance_injection_instruments113.jpg,5705,3920,AV940,1
49,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools_hands/control_tools_hands52.jpg,1670,725,AQ029,1
49,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments_hands/substance_instruments_hands061.jpg,4755,3900,AL550,6
49,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/control_tools_hands/control_tools_hands59.jpg,6340,4110,AR005,3
49,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance/substance004.jpg,4835,3360,AR868,6
49,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_injection_hands/substance_injection_hands083.jpg,3140,3140,AL473,5
49,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_injection_instruments/substance_injection_instruments113.jpg,4780,2920,AV940,2
49,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance/substance004.jpg,1440,1440,AR560,5
49,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_injection_hands/substance_injection_hands084.jpg,6695,5535,AW709,6
49,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments/substance_instruments056.jpg,6190,4420,AU922,6
49,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_injection_instruments/substance_injection_instruments116.jpg,3345,1580,AL914,7
49,"<p>After seeing this picture, please describe level of arousal, from calm to excited</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,4940,4265,AL016,1
49,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_instruments_hands/substance_instruments_hands061.jpg,2855,1255,AL550,96
49,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_injection_hands/substance_injection_hands083.jpg,3105,1410,AL473,100
49,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_tools_hands/control_tools_hands59.jpg,4935,3515,AR005,0
49,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_injection_instruments/substance_injection_instruments113.jpg,5045,3795,AV940,83
49,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_injection_instruments/substance_injection_instruments116.jpg,4625,3885,AL914,98
49,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/control_tools_hands/control_tools_hands52.jpg,1790,1005,AQ029,1
49,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance/substance004.jpg,2865,1615,AR560,93
49,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_injection_hands/substance_injection_hands084.jpg,4005,2690,AW709,99
49,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_instruments/substance_instruments056.jpg,8390,6230,AU922,76
49,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance/substance004.jpg,2280,1340,AR868,60
49,"<p>How much can this picture induce drug craving in an active methamphetamine user</p>",/static/substance_instruments_hands/substance_instruments_hands069.jpg,3140,2340,AL016,64
49,"<p>How frequently does an active methamphetamine user see scenes like this image during his/her methamphetamine use?</p>",/static/substance_instruments_hands/substance_instruments_hands061.jpg,2740,1270,AL550,99
